"","initial.parasites","infection.length","penetrated.parasites","established.parasites","No.parasites","host.mort","host.pent.mort","parasite.mort","time.died","parasites.dead","t","total.parasites","total.parasites.detected","var.level","sim.num","unique.id","tolerance.diff"
"ind23610",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind24610",30,180,30,16,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind25610",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind26610",30,180,30,17,1,0,0,0,0,0,20,1,0,"baseline","6","6","yes"
"ind27610",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind28610",30,180,29,19,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind29610",30,180,30,9,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind30610",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind311010",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind32610",30,180,30,15,0,0,0,0,5,11,20,11,11,"baseline","6","6","yes"
"ind33610",30,180,30,16,5,0,0,0,0,0,20,5,4,"baseline","6","6","yes"
"ind34610",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind35610",30,180,30,19,3,0,0,1,0,0,20,3,3,"baseline","6","6","yes"
"ind36610",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind37610",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind38610",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind39610",30,180,30,18,5,0,0,0,0,0,20,5,4,"baseline","6","6","yes"
"ind40610",30,180,30,19,4,0,0,0,0,0,20,4,4,"baseline","6","6","yes"
"ind411010",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind42610",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind43610",30,180,30,11,3,0,0,0,0,0,20,3,2,"baseline","6","6","yes"
"ind44610",30,180,30,16,2,0,0,1,0,0,20,2,1,"baseline","6","6","yes"
"ind45610",30,180,28,16,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind46610",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind47610",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind48610",30,180,30,18,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind49610",30,180,30,13,0,0,0,1,0,0,20,0,0,"baseline","6","6","yes"
"ind50610",30,180,29,16,1,0,0,1,0,0,20,1,1,"baseline","6","6","yes"
"ind511010",30,180,29,15,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind52610",30,180,29,15,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind53610",30,180,30,18,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind54610",30,180,30,18,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind55610",30,180,30,12,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind56610",30,180,30,17,0,0,0,0,2,17,20,17,16,"baseline","6","6","yes"
"ind57610",30,180,30,16,6,0,0,0,0,0,20,6,6,"baseline","6","6","yes"
"ind58610",30,180,29,13,1,0,0,0,0,0,20,1,0,"baseline","6","6","yes"
"ind59610",30,180,29,21,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind60610",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind611010",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind62610",30,180,30,12,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind63610",30,180,29,15,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind64610",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind65610",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind66610",30,180,30,16,4,0,0,0,0,0,20,4,4,"baseline","6","6","yes"
"ind67610",30,180,30,17,3,0,0,1,0,0,20,3,3,"baseline","6","6","yes"
"ind68610",30,180,30,11,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind69610",30,180,30,16,4,0,0,0,0,0,20,4,3,"baseline","6","6","yes"
"ind70610",30,180,30,12,2,0,0,0,0,0,20,2,1,"baseline","6","6","yes"
"ind711010",30,180,29,15,5,0,0,0,0,0,20,5,4,"baseline","6","6","yes"
"ind72610",30,180,30,14,3,0,0,0,0,0,20,3,2,"baseline","6","6","yes"
"ind73610",30,180,30,17,1,0,0,0,0,0,20,1,0,"baseline","6","6","yes"
"ind74610",30,180,30,18,1,0,0,1,0,0,20,1,1,"baseline","6","6","yes"
"ind75610",30,180,28,13,1,0,0,1,0,0,20,1,1,"baseline","6","6","yes"
"ind76610",30,180,30,13,4,0,0,0,0,0,20,4,3,"baseline","6","6","yes"
"ind77610",30,180,30,20,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind78610",30,180,30,12,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind79610",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind80610",30,180,30,11,0,0,0,0,0,0,20,0,0,"baseline","6","6","yes"
"ind811010",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind82610",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind83610",30,180,30,14,5,0,0,0,0,0,20,5,5,"baseline","6","6","yes"
"ind84610",30,180,30,17,2,0,0,0,0,0,20,2,1,"baseline","6","6","yes"
"ind85610",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind86610",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","6","6","yes"
"ind87610",30,180,29,19,4,0,0,1,0,0,20,4,3,"baseline","6","6","yes"
"ind88610",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind89610",30,180,30,14,5,0,0,0,0,0,20,5,5,"baseline","6","6","yes"
"ind90610",30,180,30,16,1,0,0,2,0,0,20,1,1,"baseline","6","6","yes"
"ind911010",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind92610",30,180,28,14,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind93610",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind94610",30,180,30,10,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind95610",30,180,29,17,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind96610",30,180,29,16,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind97610",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind98610",30,180,30,18,1,0,0,0,0,0,20,1,1,"baseline","6","6","yes"
"ind99610",30,180,30,16,2,0,0,0,0,0,20,2,2,"baseline","6","6","yes"
"ind100610",30,180,30,17,2,0,0,1,0,0,20,2,2,"baseline","6","6","yes"
"ind110510",30,180,29,17,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind210510",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind310510",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","6","6","yes"
"ind410510",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind510510",30,180,30,14,2,0,0,1,0,0,20,2,2,"high","6","6","yes"
"ind610510",30,180,30,15,0,0,0,0,5,12,20,12,10,"high","6","6","yes"
"ind710510",30,180,30,11,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind810510",30,180,30,17,3,0,0,1,0,0,20,3,3,"high","6","6","yes"
"ind910510",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind101510",30,180,30,15,0,0,0,0,6,12,20,12,10,"high","6","6","yes"
"ind111510",30,180,30,14,4,0,0,0,0,0,20,4,4,"high","6","6","yes"
"ind121510",30,180,30,17,0,0,0,0,3,16,20,16,15,"high","6","6","yes"
"ind131510",30,180,30,22,3,0,0,1,0,0,20,3,2,"high","6","6","yes"
"ind141510",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind151510",30,180,28,19,3,0,0,1,0,0,20,3,2,"high","6","6","yes"
"ind161510",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind171510",30,180,30,14,2,0,0,1,0,0,20,2,2,"high","6","6","yes"
"ind181510",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind191510",30,180,30,15,0,0,0,0,14,6,20,6,4,"high","6","6","yes"
"ind201510",30,180,29,14,0,0,0,0,2,14,20,14,13,"high","6","6","yes"
"ind211510",30,180,30,21,3,0,0,0,0,0,20,3,2,"high","6","6","yes"
"ind221510",30,180,30,17,0,0,0,0,5,10,20,10,8,"high","6","6","yes"
"ind231510",30,180,30,12,5,0,0,0,0,0,20,5,5,"high","6","6","yes"
"ind241510",30,180,29,17,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind251510",30,180,30,19,1,0,0,1,0,0,20,1,1,"high","6","6","yes"
"ind261510",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind271510",30,180,30,19,2,0,0,0,0,0,20,2,1,"high","6","6","yes"
"ind281510",30,180,30,14,5,0,0,0,0,0,20,5,5,"high","6","6","yes"
"ind291510",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind301510",30,180,30,18,2,0,0,1,0,0,20,2,2,"high","6","6","yes"
"ind311510",30,180,29,15,4,0,0,1,0,0,20,4,4,"high","6","6","yes"
"ind321510",30,180,30,18,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind331510",30,180,29,5,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind341510",30,180,29,14,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind351510",30,180,30,18,0,0,0,0,9,7,20,7,5,"high","6","6","yes"
"ind361510",30,180,30,12,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind371510",30,180,29,11,0,0,0,0,9,4,20,4,4,"high","6","6","yes"
"ind381510",30,180,29,17,3,0,0,0,0,0,20,3,2,"high","6","6","yes"
"ind391510",30,180,30,17,5,0,0,0,0,0,20,5,5,"high","6","6","yes"
"ind401510",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind411510",30,180,29,14,2,0,0,0,0,0,20,2,1,"high","6","6","yes"
"ind421510",30,180,29,9,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind431510",30,180,30,18,3,0,0,1,0,0,20,3,3,"high","6","6","yes"
"ind441510",30,180,30,11,1,0,0,0,0,0,20,1,0,"high","6","6","yes"
"ind451510",30,180,29,16,0,0,0,0,14,5,20,5,5,"high","6","6","yes"
"ind461510",30,180,30,17,0,0,0,0,5,13,20,13,12,"high","6","6","yes"
"ind471510",30,180,29,19,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind481510",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind491510",30,180,30,18,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind501510",30,180,30,18,0,0,0,0,18,6,20,6,5,"high","6","6","yes"
"ind511510",30,180,30,18,4,0,0,1,0,0,20,4,4,"high","6","6","yes"
"ind521510",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind531510",30,180,30,13,0,0,0,0,2,13,20,13,11,"high","6","6","yes"
"ind541510",30,180,30,19,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind551510",30,180,30,14,0,0,0,0,3,11,20,11,11,"high","6","6","yes"
"ind561510",30,180,30,14,2,0,0,0,0,0,20,2,1,"high","6","6","yes"
"ind571510",30,180,30,14,4,0,0,0,0,0,20,4,3,"high","6","6","yes"
"ind581510",30,180,29,13,0,0,0,1,0,0,20,0,0,"high","6","6","yes"
"ind591510",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind601510",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind611510",30,180,30,17,0,0,0,0,4,15,20,15,15,"high","6","6","yes"
"ind621510",30,180,30,12,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind631510",30,180,28,16,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind641510",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind651510",30,180,30,11,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind661510",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind671510",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind681510",30,180,30,15,2,0,0,0,0,0,20,2,1,"high","6","6","yes"
"ind691510",30,180,29,13,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind701510",30,180,30,18,0,0,0,0,16,6,20,6,5,"high","6","6","yes"
"ind711510",30,180,30,18,2,0,0,0,0,0,20,2,1,"high","6","6","yes"
"ind721510",30,180,30,14,4,0,0,0,0,0,20,4,4,"high","6","6","yes"
"ind731510",30,180,29,9,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind741510",30,180,30,19,3,0,0,0,0,0,20,3,2,"high","6","6","yes"
"ind751510",30,180,30,15,0,0,0,0,6,11,20,11,11,"high","6","6","yes"
"ind761510",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind771510",30,180,30,16,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind781510",30,180,29,13,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind791510",30,180,30,18,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind801510",30,180,30,22,4,0,0,0,0,0,20,4,4,"high","6","6","yes"
"ind811510",30,180,29,16,5,0,0,0,0,0,20,5,5,"high","6","6","yes"
"ind821510",30,180,30,16,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind831510",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind841510",30,180,30,18,0,0,0,0,5,13,20,13,13,"high","6","6","yes"
"ind851510",30,180,30,19,0,0,0,0,5,15,20,15,15,"high","6","6","yes"
"ind861510",30,180,30,14,4,0,0,0,0,0,20,4,4,"high","6","6","yes"
"ind871510",30,180,30,9,0,0,0,0,0,0,20,0,0,"high","6","6","yes"
"ind881510",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind891510",30,180,29,14,2,0,0,0,0,0,20,2,2,"high","6","6","yes"
"ind901510",30,180,30,12,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind911510",30,180,30,18,0,0,0,0,18,6,20,6,5,"high","6","6","yes"
"ind921510",30,180,30,11,0,0,0,0,12,5,20,5,5,"high","6","6","yes"
"ind931510",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind941510",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind951510",30,180,30,14,1,0,0,0,0,0,20,1,1,"high","6","6","yes"
"ind961510",30,180,30,12,6,0,0,0,0,0,20,6,4,"high","6","6","yes"
"ind971510",30,180,30,11,0,0,0,0,7,7,20,7,7,"high","6","6","yes"
"ind981510",30,180,28,15,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind991510",30,180,30,19,2,0,0,1,0,0,20,2,2,"high","6","6","yes"
"ind1001510",30,180,30,17,3,0,0,0,0,0,20,3,3,"high","6","6","yes"
"ind12710",30,180,30,16,5,0,0,1,0,0,20,5,5,"baseline","7","7","yes"
"ind22710",30,180,30,14,5,0,0,0,0,0,20,5,4,"baseline","7","7","yes"
"ind32710",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind42710",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind52710",30,180,30,14,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind62710",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind72710",30,180,30,16,1,0,0,1,0,0,20,1,1,"baseline","7","7","yes"
"ind82710",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind92710",30,180,29,17,6,0,0,0,0,0,20,6,6,"baseline","7","7","yes"
"ind10710",30,180,29,14,4,0,0,1,0,0,20,4,4,"baseline","7","7","yes"
"ind111610",30,180,30,14,5,0,0,0,0,0,20,5,5,"baseline","7","7","yes"
"ind12810",30,180,30,15,2,0,0,0,0,0,20,2,1,"baseline","7","7","yes"
"ind13710",30,180,30,15,0,0,0,0,9,5,20,5,4,"baseline","7","7","yes"
"ind14710",30,180,29,13,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind15710",30,180,30,19,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind16710",30,180,30,13,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind17710",30,180,30,17,4,0,0,1,0,0,20,4,4,"baseline","7","7","yes"
"ind18710",30,180,30,15,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind19710",30,180,30,12,2,0,0,0,0,0,20,2,1,"baseline","7","7","yes"
"ind20710",30,180,30,13,4,0,0,0,0,0,20,4,4,"baseline","7","7","yes"
"ind211610",30,180,30,16,4,0,0,1,0,0,20,4,3,"baseline","7","7","yes"
"ind22810",30,180,30,15,0,0,0,1,0,0,20,0,0,"baseline","7","7","yes"
"ind23710",30,180,30,16,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind24710",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind25710",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind26710",30,180,30,17,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind27710",30,180,30,14,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind28710",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind29710",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind30710",30,180,30,15,1,0,0,1,0,0,20,1,1,"baseline","7","7","yes"
"ind311610",30,180,30,16,4,0,0,1,0,0,20,4,4,"baseline","7","7","yes"
"ind32810",30,180,30,17,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind33710",30,180,30,17,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind34710",30,180,29,15,4,0,0,0,0,0,20,4,4,"baseline","7","7","yes"
"ind35710",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind36710",30,180,30,18,5,0,0,0,0,0,20,5,4,"baseline","7","7","yes"
"ind37710",30,180,30,18,3,0,0,1,0,0,20,3,3,"baseline","7","7","yes"
"ind38710",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind39710",30,180,29,17,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind40710",30,180,30,16,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind411610",30,180,29,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind42810",30,180,30,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind43710",30,180,30,14,0,0,0,0,9,8,20,8,8,"baseline","7","7","yes"
"ind44710",30,180,30,12,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind45710",30,180,29,18,4,0,0,0,0,0,20,4,4,"baseline","7","7","yes"
"ind46710",30,180,30,17,4,0,0,0,0,0,20,4,4,"baseline","7","7","yes"
"ind47710",30,180,30,12,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind48710",30,180,29,14,4,0,0,0,0,0,20,4,3,"baseline","7","7","yes"
"ind49710",30,180,30,16,1,0,0,0,0,0,20,1,0,"baseline","7","7","yes"
"ind50710",30,180,30,17,2,0,0,1,0,0,20,2,1,"baseline","7","7","yes"
"ind511610",30,180,29,13,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind52810",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind53710",30,180,30,13,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind54710",30,180,30,13,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind55710",30,180,30,15,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind56710",30,180,30,17,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind57710",30,180,30,19,2,0,0,0,0,0,20,2,1,"baseline","7","7","yes"
"ind58710",30,180,30,11,1,0,0,0,0,0,20,1,0,"baseline","7","7","yes"
"ind59710",30,180,30,12,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind60710",30,180,29,11,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind611610",30,180,28,15,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind62810",30,180,30,12,1,0,0,1,0,0,20,1,1,"baseline","7","7","yes"
"ind63710",30,180,30,16,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind64710",30,180,30,17,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind65710",30,180,30,18,2,0,0,0,0,0,20,2,1,"baseline","7","7","yes"
"ind66710",30,180,30,11,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind67710",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind68710",30,180,30,14,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind69710",30,180,30,11,0,0,0,1,0,0,20,0,0,"baseline","7","7","yes"
"ind70710",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind711610",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind72810",30,180,29,11,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind73710",30,180,30,14,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind74710",30,180,30,12,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind75710",30,180,29,15,0,0,0,1,0,0,20,0,0,"baseline","7","7","yes"
"ind76710",30,180,30,19,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind77710",30,180,30,15,3,0,0,0,0,0,20,3,1,"baseline","7","7","yes"
"ind78710",30,180,30,14,3,0,0,0,0,0,20,3,2,"baseline","7","7","yes"
"ind79710",30,180,30,16,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind80710",30,180,29,14,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind811610",30,180,30,20,4,0,0,0,0,0,20,4,4,"baseline","7","7","yes"
"ind82810",30,180,29,15,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind83710",30,180,30,24,6,0,0,0,0,0,20,6,6,"baseline","7","7","yes"
"ind84710",30,180,29,10,0,0,0,0,0,0,20,0,0,"baseline","7","7","yes"
"ind85710",30,180,29,17,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind86710",30,180,30,20,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind87710",30,180,29,13,0,0,0,1,0,0,20,0,0,"baseline","7","7","yes"
"ind88710",30,180,30,14,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind89710",30,180,30,15,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind90710",30,180,30,13,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind911610",30,180,29,19,1,0,0,0,0,0,20,1,1,"baseline","7","7","yes"
"ind92810",30,180,29,18,2,0,0,0,0,0,20,2,2,"baseline","7","7","yes"
"ind93710",30,180,30,15,2,0,0,1,0,0,20,2,2,"baseline","7","7","yes"
"ind94710",30,180,30,14,3,0,0,0,0,0,20,3,3,"baseline","7","7","yes"
"ind95710",30,180,30,12,0,0,0,1,0,0,20,0,0,"baseline","7","7","yes"
"ind96710",30,180,29,18,3,0,0,0,0,0,20,3,2,"baseline","7","7","yes"
"ind97710",30,180,30,19,4,0,0,0,0,0,20,4,3,"baseline","7","7","yes"
"ind98710",30,180,30,14,2,0,0,2,0,0,20,2,2,"baseline","7","7","yes"
"ind99710",30,180,30,17,0,0,0,0,2,17,20,17,14,"baseline","7","7","yes"
"ind100710",30,180,29,18,3,0,0,1,0,0,20,3,3,"baseline","7","7","yes"
"ind110610",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind210610",30,180,30,15,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind310610",30,180,29,10,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind410610",30,180,30,15,0,0,0,0,0,0,20,0,0,"high","7","7","yes"
"ind510610",30,180,29,11,4,0,0,0,0,0,20,4,4,"high","7","7","yes"
"ind610610",30,180,30,16,0,0,0,0,3,16,20,16,16,"high","7","7","yes"
"ind710610",30,180,28,12,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind810610",30,180,30,15,0,0,0,0,6,11,20,11,10,"high","7","7","yes"
"ind910610",30,180,30,16,0,0,0,0,14,6,20,6,6,"high","7","7","yes"
"ind101610",30,180,30,16,4,0,0,0,0,0,20,4,2,"high","7","7","yes"
"ind111710",30,180,29,14,0,0,0,0,0,0,20,0,0,"high","7","7","yes"
"ind121610",30,180,30,17,2,0,0,0,0,0,20,2,2,"high","7","7","yes"
"ind131610",30,180,30,15,3,0,0,0,0,0,20,3,3,"high","7","7","yes"
"ind141610",30,180,30,14,1,0,0,1,0,0,20,1,1,"high","7","7","yes"
"ind151610",30,180,30,13,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind161610",30,180,30,18,0,0,0,0,2,18,20,18,17,"high","7","7","yes"
"ind171610",30,180,30,16,2,0,0,0,0,0,20,2,2,"high","7","7","yes"
"ind181610",30,180,30,17,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind191610",30,180,30,8,0,0,0,0,18,3,20,3,3,"high","7","7","yes"
"ind201610",30,180,30,12,2,0,0,0,0,0,20,2,2,"high","7","7","yes"
"ind211710",30,180,30,15,0,0,0,0,6,12,20,12,10,"high","7","7","yes"
"ind221610",30,180,30,12,0,0,0,0,5,12,20,12,12,"high","7","7","yes"
"ind231610",30,180,30,12,4,0,0,0,0,0,20,4,4,"high","7","7","yes"
"ind241610",30,180,30,13,0,0,0,0,9,7,20,7,6,"high","7","7","yes"
"ind251610",30,180,30,15,0,0,0,0,4,13,20,13,13,"high","7","7","yes"
"ind261610",30,180,30,13,0,0,0,0,0,0,20,0,0,"high","7","7","yes"
"ind271610",30,180,30,19,0,0,0,0,17,10,20,10,10,"high","7","7","yes"
"ind281610",30,180,30,13,2,0,0,0,0,0,20,2,2,"high","7","7","yes"
"ind291610",30,180,30,14,3,0,0,0,0,0,20,3,2,"high","7","7","yes"
"ind301610",30,180,30,13,4,0,0,0,0,0,20,4,3,"high","7","7","yes"
"ind311710",30,180,30,16,0,0,0,0,5,10,20,10,10,"high","7","7","yes"
"ind321610",30,180,30,12,3,0,0,1,0,0,20,3,3,"high","7","7","yes"
"ind331610",30,180,30,16,0,0,0,0,5,8,20,8,8,"high","7","7","yes"
"ind341610",30,180,30,19,0,0,0,0,10,6,20,6,6,"high","7","7","yes"
"ind351610",30,180,30,16,1,0,0,0,0,0,20,1,1,"high","7","7","yes"
"ind361610",30,180,30,14,0,0,0,0,11,2,20,2,2,"high","7","7","yes"
